"english","darija","includes_arabizi"
"Most insects have the advantage of being able to fold their wings back along the body. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب الحشرات قادرة أنها تخزن جناحها مورا ظهرها.",false
"Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has effects on societies that are inherent, rather than socially conditioned. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب التفسيرات على الحتمية التكنولوجية كتشارك جوج أفكار عامة: التطور التكنولوجي براسو غادي فواحد الطريق كتجاوز التأثير الثقافي والسياسي، وأن التكنولوجيا بدورها عندها تأثيرات على المجتمعات اللي عندها طابع توارثي أكثر من اللي كتأطر اجتماعيا.",false
"Most modern research telescopes are enormous facilities in remote areas with favorable atmospheric conditions. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب الأبحاث المعاصرة بالتيليسكوب هي تسهيلات كبيرة فالماطق البعيدة اللي فيها مناخ مزيان.",false
"Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared. The previous text is in English. Here is a translation to Moroccan Arabic:","معظم البنايات فحافة المنزه عاود ترممو باش يعطيو للسياح نظرة على كيفاش كانو فالأصل.",false
"Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب السفن البلطيقية غادي تبقا مازال ف سانت بيترسبيرغ، فروسيا.",false
"Most of the life of the Hebrew family happened in the open air. The previous text is in English. Here is a translation to Moroccan Arabic:","معظم حياة اليهود كانت على برا د الديور.",false
"Most of the monasteries do provide wraps for women who come unprepared, but if you bring your own, especially one with bright colors, you'll get a smile from the monk or nun at the entrance. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب الأديرة كتعطي غطاء للعيالات اللي تجيو ماواجدينش، ولكن إلا جبتي ديالك، خصوصا شي واحد فيه ألوان فاتحة، غايبتسملك الراهب والراهبة فالباب.",false
"Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts. The previous text is in English. Here is a translation to Moroccan Arabic:","أغلب الجزر هي أوطان مسقلة أو مرتبطة بفرنسا و كتسمى منتجعات شاطئية فاخرة.",false
"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation. The previous text is in English. Here is a translation to Moroccan Arabic:","صرحت السيدة كريشنر في المسرح الأرجنتيني على أنها غاترشح للرئاسة، وهاد لبلاصة هي لبلاصة الي كانت بدات فيها الحملة ديالها د 2005 للترشح لمجلس شيوخ كعضو في مجلس مقاطعة بوينوس أيريس.",false
"Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as Hira‘ on the Mountain of Noor (light) for contemplation. The previous text is in English. Here is a translation to Moroccan Arabic:","كان محمد مهتم بأمور بعيدة على هاد الحياة الأرضية. كان تيمشي يدير التأمل فواحد لغار ولا معروف حراء فجبل النور (النور).",false
"Murray lost the first set in a tie break after both men held each and every serve in the set. The previous text is in English. Here is a translation to Moroccan Arabic:","خسر موراي المجموعة الأولى فالشوط الفاصل بعدما دازو إرسالات صعاب فالمجموعة.",false
"Mutation adds new genetic variation, and selection removes it from the pool of expressed variation. The previous text is in English. Here is a translation to Moroccan Arabic:","الطفرة كتزيد تنوع جيني جديد، والانتخاب تيحيدها من مجموعة النوع اللي كانت.",false
